3770		  6167		  0		  63		  
3770		  6124		  63		  43		  
3770		  6077		  106		  47		  
3770		  6026		  153		  51		  
3770		  5983		  204		  43		  
3770		  5943		  247		  40		  
3770		  5904		  287		  39		  
3770		  5864		  326		  40		  
3770		  5822		  366		  42		  
3770		  5774		  408		  48		  
3770		  5741		  456		  33		  
3770		  5701		  489		  40		  
3770		  5664		  529		  37		  
3770		  5626		  566		  38		  
3770		  5594		  604		  32		  
3770		  5562		  636		  32		  
3770		  5534		  668		  28		  
3770		  5500		  696		  34		  
3770		  5466		  730		  34		  
3770		  5430		  764		  36		  
3770		  5392		  800		  38		  
3770		  5351		  838		  41		  
3770		  5313		  879		  38		  
3770		  5268		  917		  45		  
3770		  5223		  962		  45		  
3770		  5181		  1007		  42		  
3770		  5146		  1049		  35		  
3770		  5107		  1084		  39		  
3770		  5071		  1123		  36		  
3770		  5046		  1159		  25		  
3770		  5024		  1184		  22		  
3770		  5005		  1206		  19		  
3770		  4981		  1225		  24		  
3770		  4958		  1249		  23		  
3770		  4933		  1272		  25		  
3770		  4910		  1297		  23		  
3770		  4889		  1320		  21		  
3770		  4868		  1341		  21		  
3770		  4847		  1362		  21		  
3770		  4822		  1383		  25		  
3770		  4799		  1408		  23		  
3770		  4768		  1431		  31		  
3770		  4737		  1462		  31		  
3770		  4705		  1493		  32		  
3770		  4670		  1525		  35		  
3770		  4636		  1560		  34		  
3770		  4600		  1594		  36		  
3770		  4561		  1630		  39		  
3770		  4526		  1669		  35		  
3770		  4487		  1704		  39		  
3770		  4449		  1743		  38		  
3770		  4408		  1781		  41		  
3770		  4369		  1822		  39		  
3770		  4327		  1861		  42		  
3770		  4284		  1903		  43		  
3770		  4244		  1946		  40		  
3770		  4201		  1986		  43		  
3770		  4159		  2029		  42		  
3770		  4115		  2071		  44		  
3770		  4077		  2115		  38		  
3770		  4036		  2153		  41		  
3770		  4000		  2194		  36		  
3770		  3963		  2230		  37		  
3770		  3921		  2267		  42		  
3770		  3877		  2309		  44		  
3770		  3832		  2353		  45		  
3770		  3793		  2398		  39		  
3770		  3754		  2437		  39		  
3770		  3722		  2476		  32		  
3770		  3687		  2508		  35		  
3770		  3653		  2543		  34		  
3770		  3617		  2577		  36		  
3770		  3585		  2613		  32		  
3770		  3551		  2645		  34		  
3770		  3516		  2679		  35		  
3770		  3475		  2714		  41		  
3770		  3431		  2755		  44		  
3770		  3379		  2799		  52		  
3770		  3328		  2851		  51		  
3770		  3282		  2902		  46		  
3770		  3241		  2948		  41		  
3770		  3199		  2989		  42		  
3770		  3152		  3031		  47		  
3770		  3101		  3078		  51		  
3770		  3058		  3129		  43		  
3770		  3016		  3172		  42		  
3770		  2979		  3214		  37		  
3770		  2945		  3251		  34		  
3770		  2913		  3285		  32		  
3770		  2872		  3317		  41		  
3770		  2832		  3358		  40		  
3770		  2788		  3398		  44		  
3770		  2748		  3442		  40		  
3770		  2714		  3482		  34		  
3770		  2682		  3516		  32		  
3770		  2645		  3548		  37		  
3770		  2611		  3585		  34		  
3770		  2576		  3619		  35		  
3770		  2545		  3654		  31		  
3770		  2508		  3685		  37		  
3770		  2462		  3722		  46		  
3770		  2412		  3768		  50		  
3770		  2362		  3818		  50		  
3770		  2308		  3868		  54		  
3770		  2260		  3922		  48		  
3770		  2213		  3970		  47		  
3770		  2170		  4017		  43		  
3770		  2125		  4060		  45		  
3770		  2081		  4105		  44		  
3770		  2042		  4149		  39		  
3770		  1999		  4188		  43		  
3770		  1961		  4231		  38		  
3770		  1929		  4269		  32		  
3770		  1900		  4301		  29		  
3770		  1868		  4330		  32		  
3770		  1825		  4362		  43		  
3770		  1779		  4405		  46		  
3770		  1735		  4451		  44		  
3770		  1694		  4495		  41		  
3770		  1656		  4536		  38		  
3770		  1612		  4574		  44		  
3770		  1570		  4618		  42		  
3770		  1527		  4660		  43		  
3770		  1489		  4703		  38		  
3770		  1445		  4741		  44		  
3770		  1399		  4785		  46		  
3770		  1350		  4831		  49		  
3770		  1306		  4880		  44		  
3770		  1270		  4924		  36		  
3770		  1233		  4960		  37		  
3770		  1189		  4997		  44		  
3770		  1137		  5041		  52		  
3770		  1082		  5093		  55		  
3770		  1024		  5148		  58		  
3770		  969		  5206		  55		  
3770		  917		  5261		  52		  
3770		  871		  5313		  46		  
3770		  824		  5359		  47		  
3770		  784		  5406		  40		  
3770		  749		  5446		  35		  
3770		  718		  5481		  31		  
3770		  691		  5512		  27		  
3770		  662		  5539		  29		  
3770		  631		  5568		  31		  
3770		  601		  5599		  30		  
3770		  572		  5629		  29		  
3770		  547		  5658		  25		  
3770		  524		  5683		  23		  
3770		  501		  5706		  23		  
3770		  478		  5729		  23		  
3770		  462		  5752		  16		  
3770		  448		  5768		  14		  
3770		  432		  5782		  16		  
3770		  419		  5798		  13		  
3770		  405		  5811		  14		  
3770		  396		  5825		  9		  
3770		  384		  5834		  12		  
3770		  374		  5846		  10		  
3770		  362		  5856		  12		  
3770		  355		  5868		  7		  
3770		  350		  5875		  5		  
3770		  344		  5880		  6		  
3770		  342		  5886		  2		  
3770		  341		  5888		  1		  
3770		  341		  5889		  0		  
